Date,FXE,EWJ,GLD,QQQ,SPY,SHV,DBA,USO,XBI,ILF,GAF,EPP,FXZ,Mkt-RF,SMB,HML,RF,,
2007/5/30,-0.059379073,0.2076826,-0.5393325,0.8085089,0.811198,0.0456461,2.5092968,-0.3933407,-0.0370775,2.2107822,-0.6065244,0.5668126,0.3759101,0.77,-0.23,-0.03,0.018,,
2007/5/31,0.126134085,0.9635341,1.259037,0.4651209,-0.1042956,9.13E-03,0.4564523,1.543717,-0.3343295,0.0807755,0.0608209,0.410858,0.6341988,0.13,0.35,-0.3,0.018,,
2007/6/1,-0.147321985,0.5464479,1.3638656,0.0632542,0.4944674,0.0155701,0.151685,1.0160624,0.7414397,3.1187506,0.9229209,1.0713593,0.7268078,0.44,0.36,-0.05,0.019,,
2007/6/4,0.460587068,0.3400151,0.1503971,0.2946814,0.0129825,0.0457873,-0.6081373,1.7834338,0.0738344,-0.2719858,-0.5436453,1.0260014,0.1929248,0.18,0.07,-0.01,0.019,,
2007/6/5,0.251681151,-0.1358658,-0.2558093,0,-0.3966326,-9.16E-03,0.304529,-0.6575654,-0.3327228,-0.6158371,-1.050322,-0.3886395,-0.6445379,-0.55,-0.12,-0.22,0.019,,
2007/6/6,-0.147970412,-0.4087223,0.0602515,-1.0776687,-1.0808151,0.0183065,-0.7630664,0.5780959,-1.3608105,-2.8741704,-0.6139702,-1.2580533,-1.8271283,-0.92,0.07,0.05,0.019,,
2007/6/7,-0.571751425,-0.4103937,-1.7468386,-1.5630319,-1.8210048,0.0457632,1.7087921,0.6735386,-2.8170937,-3.2254591,-2.3680768,-1.3581996,-2.399319,-1.75,-0.04,0.06,0.019,,
2007/6/8,-0.432826418,0.4786299,-1.6064618,1.2225343,1.2927395,0.0182948,-0.4906582,-3.1895211,0.769238,2.578052,0.2676504,1.6690238,1.5063081,1.07,-0.06,0.03,0.019,,
2007/6/11,-0.04489263,-0.136515,0.7446451,-0.1920418,0.1719988,9.15E-03,1.6138474,1.5773815,0.2487398,1.3333792,1.5291354,0,-0.0498514,0.08,-0.29,0.11,0.019,,
2007/6/12,-0.37481373,-1.3063126,-0.9316822,-0.599827,-1.0965447,9.15E-03,0.4086887,-0.5633798,-1.5988131,-1.9753172,-1.8440903,-1.7181159,-1.8789322,-1.06,-0.16,-0.18,0.019,,
2007/6/13,0.15759837,0.2764344,0.6685884,1.0898653,1.4857371,-0.0182992,1.1428743,1.063731,1.4458111,2.269228,1.0356209,1.5801069,1.6459873,1.37,-0.19,-0.1,0.019,,
2007/6/14,-0.052508902,0.1379332,0.1084163,0.6567171,0.636591,0.073162,0.803217,1.9963071,0.7626441,1.9639296,1.7332567,0.3928718,1.3731744,0.5,0.1,-0.06,0.019,,
2007/6/15,0.523805023,0.891945,0.38625,0.9192005,0.5673582,0.0274197,1.3364865,0.8379685,1.6750144,2.2987391,1.0834006,0.8084367,1.5126169,0.69,0.52,-0.07,0.019,,
2007/6/18,0.201296952,-0.2051324,0.1540817,0.0209412,-0.1176677,9.14E-03,0.9996457,1.1768246,-1.6426352,0.3351039,1.0267344,0.4221852,0.1320382,-0.13,0.01,-0.1,0.019,,
2007/6/19,0.126538368,-0.0684638,0.8127101,-0.0209412,0.2482402,0.0274096,-3.7275839,-0.0383656,-0.3432552,-0.4077019,-0.1503279,1.0006044,0.3293278,0.14,0,0.15,0.019,,
2007/6/20,-0.096743413,-0.6872905,-1.1829065,-0.946671,-1.3994546,0.0274021,0.4047786,-1.0996542,-1.8119168,-2.0823586,-0.7702253,-0.5734444,-1.3738564,-1.29,0.1,-0.18,0.019,,
2007/6/21,-0.119210244,0.4815935,-0.2320741,0.9047937,0.5542349,9.13E-03,-0.2205865,0.0969443,-0.019457,1.0786966,-0.6235228,1.0298583,0.6313397,0.56,-0.16,0,0.019,,
2007/6/22,0.579797312,-0.9655196,0.3401905,-0.9470787,-0.945363,0.0273921,-1.7824431,0.560444,-1.5686563,-1.0601624,-1.6148044,-1.3144309,-1.0488762,-1.25,0.61,-0.01,0.019,,
2007/6/25,0.029649224,-0.5559436,-0.5417535,-0.4238195,-0.4793945,9.13E-03,-1.4720061,0.1348098,-1.1528597,-1.6822838,-0.6220885,0.0678203,-0.217812,-0.39,-0.41,-0.1,0.019,,
2007/6/26,-0.066717826,0.1392739,-1.2651493,-0.5750216,-1.0331561,9.13E-03,1.3970429,-1.6298382,-0.4207141,-1.6152395,-1.2559024,-0.7554878,-0.4875947,-0.35,0.15,-0.3,0.019,,
2007/6/27,-0.04449466,0.2085488,0.0785592,1.5261013,1.41286,0.0273796,-1.6254386,1.4757588,2.9474938,1.3084618,1.7538812,-0.5274645,0.638437,0.92,0.46,-0.39,0.019,,
2007/6/28,-0.007414431,-0.2085488,0.9223922,-0.042078,-0.0132913,0.0273731,0.2664096,1.1308218,0.3502564,0.5562364,0.2790275,0.8616655,0.3510831,0.03,0.15,0.14,0.019,,
2007/6/29,0.672808118,0.9695376,0.0155528,0.1682036,0.0332351,0.0273646,0.3414927,1.0050317,-1.191996,0.3519348,-0.7302163,-0.027239,0.4329766,-0.19,-0.35,0.11,0.019,,
2007/7/2,0.714895223,1.7760045,1.1601956,0.8993061,0.9000133,3.66E-03,-0.3414927,0.9950312,1.5797504,1.9574849,2.7226239,1.808897,1.5171764,1.06,-0.07,0.12,0.019,,
2007/7/3,-0.044024931,-0.2033251,-0.4315651,0.5812807,0.3616898,-0.0183191,-1.300707,0.0186831,0.4825747,0.5908106,0.1516271,-0.2813291,0.4735099,0.36,-0.04,-0.11,0.019,,
2007/7/5,-0.088108826,-0.2717395,-0.4955105,0.7218746,-0.1050856,0.0457939,1.5285035,1.1328954,0.1731629,1.1306246,-1.0662663,0.6152314,-0.4735099,0.07,0.2,-0.59,0.019,,
2007/7/6,0.19813522,-0.4773244,0.8347568,0.4101731,0.5243182,0,1.2810949,0.9740001,0.1536679,0.8631564,1.5197871,1.0346289,0.8149993,0.4,-0.07,-0.08,0.019,,
2007/7/9,-0.0806779,0,0.6444675,0.061379,0.0784181,0.027475,-0.2624147,-0.6053435,0.5741653,0.2682129,1.2739,1.0109618,0.0486941,0.1,0.06,-0.06,0.019,,
2007/7/10,0.84752688,0.2048444,0.3511783,-0.8421525,-1.4341463,0.0366071,1.933148,0.6784715,-0.5741653,-1.7654927,-1.3493478,-1.381148,-1.5205074,-1.43,-0.15,-0.38,0.019,,
2007/7/11,0.167190593,-0.3416474,-0.2594416,0.6783907,0.7064883,0,0.0736113,-0.1097111,0.6123272,1.7342383,0.4668282,0.363595,0.9509801,0.55,-0.28,-0.1,0.019,,
2007/7/12,0.246653574,0.6821335,0.8823958,1.5248838,1.5667099,0.0183057,0.9884793,0.146256,0.7791003,2.9351102,2.0668344,1.8112678,2.3864385,1.78,-0.18,-0.3,0.019,,
2007/7/13,0.043461231,0.4747366,0.0151488,0.6836947,0.2975079,0.0182947,0.4361984,1.450876,0.8106313,0.2598577,-0.2652529,0.0388719,-0.3511525,0.28,-0.31,0.08,0.019,,
2007/7/16,-0.05795582,-0.2031815,-0.3185426,-0.1002567,-0.0129188,9.15E-03,-3.431437,0.3953231,-1.4372354,-1.0609769,-0.5474536,-0.5716401,-0.0159948,-0.31,-0.46,-0.24,0.019,,
2007/7/17,0,-0.5438496,-0.1064072,0.7593994,-0.0516848,0.0182906,-2.0478483,-0.2154382,-0.1524963,-0.1137165,0,0.1171898,-0.4327279,0.02,0.16,-0.24,0.019,,
2007/7/18,0.144820129,-0.4783028,1.3145207,-0.1195266,-0.1810998,0.0274388,1.7847393,1.6753252,0.1524963,0.2185764,-0.1633389,-0.3650613,-0.5798943,-0.25,-0.2,-0.18,0.019,,
2007/7/19,-0.014475709,0.4783028,0.5837014,0.2985425,0.3876765,0.0182823,-0.4526565,0.8798226,1.0421655,0.8782276,1.6361206,1.1299499,0.5798943,0.44,0.33,-0.49,0.019,,
2007/7/20,0.238535575,-0.409839,0.8470219,-0.538012,-1.0176108,0.0365603,-0.2650055,-0.140256,-1.9606569,-1.4255753,-0.8810616,-0.142158,-1.6518534,-1.25,-0.27,-0.19,0.019,,
2007/7/23,-0.166187893,0.6141274,-0.1629041,0.0399514,0.305722,0,-2.6115076,-1.0936764,-0.1539045,2.257533,1.9715853,0.907665,0.6348174,0.36,-0.41,-0.41,0.019,,
2007/7/24,0.144527099,-0.3407161,0,-1.4889551,-1.7493147,9.14E-03,0.8909589,-2.187645,-0.8507438,-4.0428582,-2.193071,-1.1861254,-2.0656506,-2.04,-0.52,-0.22,0.019,,
2007/7/25,-0.71746496,0.0682362,-0.8484072,0.1417997,0.20468,0.027407,0.3849115,4.0502854,1.5414532,-0.6592364,-0.1479262,0.4916333,-0.5148201,0.3,-0.41,0.09,0.019,,
2007/7/26,0.181666037,-1.7894487,-1.8861366,-0.8538415,-2.396401,0.0547925,0.3451597,-2.1468324,-0.8641392,-5.3130266,-4.1562465,-5.0760326,-3.3350531,-2.36,-0.01,-0.24,0.019,,
2007/7/27,-0.728653506,-0.976976,-0.3662418,-2.0419354,-1.9855347,0,-0.4604808,2.6677626,-2.0852347,-0.2375357,-2.468492,-2.7182174,-1.3692932,-1.51,-0.07,0.13,0.019,,
2007/7/30,0.445110455,1.6690229,0.5488549,1.1601491,1.5522235,0,-0.6559931,-0.4165261,0.2360364,2.6379109,2.1129169,2.5007316,2.0555219,0.93,-0.24,-0.07,0.019,,
2007/7/31,-0.080119649,-0.4839261,0.0304105,-2.123311,-1.1327339,0.0365145,1.4604385,1.7754478,-1.1659043,-0.5434715,-1.4350555,-0.6689683,-0.4283389,-1.19,0.32,-0.03,0.019,,
2007/8/1,-0.101640182,-0.7652259,0.2125707,0.7754463,0.4860468,0.0348128,-1.1512009,-1.3242966,-0.6781014,-0.8888887,-1.2966641,-1.3932452,0.5479452,0.51,-0.49,-0.26,0.018,,
2007/8/2,0.248407858,-0.4900239,-0.0606903,0.9143839,0.7958507,0.0366307,0.9220201,-0.1039269,2.7242085,1.2608101,2.0947313,0.685247,0.3749737,0.55,0.15,-0.35,0.018,,
2007/8/3,0.632852403,-1.4134483,1.2068377,-1.9215333,-2.6082486,0.0274625,-0.4599434,-2.2079082,-0.6643342,-4.7174302,-2.6693555,-3.2743681,-1.3703504,-2.66,-0.64,-0.75,0.018,,
2007/8/6,-0.021754799,1.4836012,-0.2552437,1.1531793,1.6620523,-9.16E-03,0.2302361,-4.0497182,2.2294327,1.2952744,1.0984727,2.0459112,1.42138,2.07,-1.16,-0.42,0.018,,
2007/8/7,-0.246904076,-0.2106046,-0.0601414,0.7062765,1.0613049,9.16E-03,0.6113867,0.2947681,2.4804793,1.3829435,1.0865373,0.1046916,0.9982331,0.65,0.27,-0.68,0.018,,
2007/8/8,0.3918498,0.8397578,0.4352637,1.0911044,1.3844289,0.0183019,1.0233211,-0.165702,2.3108508,2.7328621,2.2302328,2.7928757,1.0383579,1.47,1.16,-0.76,0.018,,
2007/8/9,-0.850943468,-1.6157745,-1.9814579,-2.3408633,-3.0081548,0.0640404,-0.8330263,-0.9069956,-0.8257643,-4.284015,-3.9680314,-3.5491292,-2.8904201,-2.74,1.63,-0.63,0.018,,
2007/8/10,0.102204394,-1.4265549,1.6814772,-0.9053653,-0.4687999,0.0182945,0.3037197,-0.2606592,-2.689239,-2.0065296,0.9200607,-0.9676054,-1.1209951,0.03,0.06,1.36,0.018,,
2007/8/13,-0.585441294,0.143571,-0.4667599,0.6745374,0.3586882,0.0182825,0.1893618,0.3907327,-0.056801,-0.181743,-0.6018401,0.9886926,-0.3996863,-0.06,-1.14,0.33,0.018,,
2007/8/14,-0.544603721,-0.2873568,0.0452644,-1.7163205,-1.5404148,0.0548449,-0.2651984,0.7031894,0,-3.8591632,-2.2166044,-2.851225,-1.4734531,-1.83,-0.04,-0.17,0.018,,
2007/8/15,-0.644085268,-1.6685163,-0.2416615,-1.9204378,-1.3871025,0.1004613,-0.876369,1.645979,-0.2844898,-5.0889913,-2.5830184,-4.5184942,-2.3783001,-1.46,0.05,-0.04,0.018,,
2007/8/16,-0.230506751,0.2192163,-2.2170422,-0.985232,0.7487585,0.1003614,-2.0491696,-2.8518149,0.2844898,-2.6588385,-1.0050299,-2.75334,0.1627341,0.31,1.21,1.18,0.018,,
2007/8/17,0.578979346,-0.7325983,0.50891,1.8745113,1.8200706,0.0364637,0.700667,0.8363528,1.4104631,4.4756649,2.0000615,3.1760805,2.3391856,2.36,-0.42,0.37,0.018,,
2007/8/20,-0.007398235,-1.109074,0.1690633,0.4739294,-0.0483889,0.1275392,0.4643934,-0.9110373,0.8183085,0.7364546,-1.1117642,2.4187122,-0.74402,0,0.15,-0.31,0.018,,
2007/8/21,-0.133328966,1.2560206,-0.0768154,1.047581,0.2002925,0.0455129,0.615858,-2.095011,0.6093523,-0.1048821,-0.1502896,-0.5234134,-0.2492495,0.15,-0.06,0.07,0.018,,
2007/8/22,0.561712034,1.3129303,0.5058676,1.3519422,1.1797934,9.10E-03,2.3887434,-0.1527047,-0.0552425,4.8390346,3.255259,3.4578803,2.2560043,1.2,0.05,-0.01,0.018,,
2007/8/23,0.139939486,0.7220213,-0.1377156,-0.2731395,-0.088679,-9.10E-03,-0.3377759,0.5714377,-0.0921406,0.9700453,-0.4052185,2.0845294,-0.26176,-0.23,-0.96,0.17,0.018,,
2007/8/24,0.820945922,0.5023379,1.2174903,1.3997972,1.2277566,-0.136595,0.4875301,1.8628763,0.7896472,2.898186,2.4387541,1.9802491,2.2461186,1.21,0.12,-0.22,0.018,,
2007/8/27,-0.138794567,-0.7905228,-0.1968325,-0.6661149,-0.9347158,-0.0455684,-0.4499409,1.2781558,-0.1830778,-0.0673489,-1.1477901,-0.729368,-0.9268817,-0.85,-0.11,-0.14,0.018,,
2007/8/28,-0.234197255,-0.9423783,-0.5928527,-2.4097539,-2.2225398,0.0911227,-0.4519823,-0.5537168,-1.4396719,-5.3626253,-1.828377,-3.5856235,-2.7801412,-2.33,-0.07,-0.41,0.018,,
2007/8/29,0.453258005,0.9423783,0.7291602,2.8265974,1.9431412,0.0182119,0.1885762,2.7744069,1.3113068,3.7813696,4.5487687,3.8683616,2.8146199,2.13,0.11,0.03,0.018,,
2007/8/30,-0.365364452,-0.6514624,-0.4094902,0.5186193,-0.2664935,0.0637265,1.3101387,-0.0900477,0.5489502,0.1612054,-0.7832074,-1.9260083,-0.6051704,-0.43,0,-0.49,0.018,,
2007/8/31,0.014632691,2.1552515,1.0882725,1.1111162,0.9804685,-0.0182003,-0.9340614,0.5032344,1.593084,3.4870852,2.2853671,2.5712739,1.5146613,1.12,0.05,-0.07,0.018,,
2007/9/4,-0.100613822,-0.5702088,1.3735734,1.6438766,1.0044953,-1.82E-03,2.5936993,1.7240292,2.3605597,1.9419815,1.3586941,1.7499096,0.7148946,1.03,-0.21,0.03,0.017,,
2007/9/5,0.374058291,-1.9488121,0.1777719,-1.0115395,-0.8690787,0.0456725,-0.0731803,0.8946608,0.122717,-2.0079966,-1.6974203,-2.1200789,-1.6761117,-1.05,0.04,-0.32,0.017,,
2007/9/6,0.226681256,0.0728535,1.905941,-0.0813701,0.2297995,-0.0456725,-1.6236515,0.6441018,0.3846849,1.4749105,0.8293729,1.9653066,0.5675509,0.42,0.01,-0.18,0.017,,
2007/9/7,0.684237675,-0.5111328,0.7667278,-1.8692118,-1.4004289,0.1187129,0.4454353,0.2253177,-1.0702848,-2.6802669,-1.8524718,-1.6978222,-1.451054,-1.7,-0.29,0.18,0.017,,
2007/9/10,0.202912828,-0.8823595,0.3309175,-0.0622192,-0.1918827,9.13E-03,-0.4454353,1.7675329,-0.4774143,-1.3748202,1.0693673,0.6621778,0.1738494,-0.27,-0.5,-0.23,0.017,,
2007/9/11,0.274718069,1.0286675,1.284439,1.503166,1.1593229,-9.13E-03,0.408393,0.2887441,1.3205604,2.6556127,1.7269427,2.8705696,1.4143043,1.35,0.05,-0.33,0.017,,
2007/9/12,0.532839268,-0.2928262,-0.0851156,0.0204338,0.2573065,0.0547427,1.398111,1.7485331,-0.3680003,0.4420833,0.090864,0.1585457,0.1369193,-0.03,-0.43,-0.21,0.017,,
2007/9/13,-0.172504801,-0.7358413,-0.5407684,0.4892013,0.7008648,-0.036494,-0.7702234,0.2829294,-0.5633839,1.4581099,0.6638561,0.8610153,0.647797,0.69,-0.69,0.3,0.017,,
2007/9/14,-0.014380477,0.2949857,-0.1285129,0.0813018,-6.72E-03,0,0.7702234,-0.6335416,-0.2828839,0.0323673,-0.7092788,0.1308086,-0.4598422,0.1,0.35,-0.06,0.017,,
2007/9/17,-0.093579063,-0.5167953,1.3904921,-0.8364825,-0.5387139,0.0273772,0.7280656,1.4610869,-1.0322165,-1.9278502,-0.9586884,-2.2138719,-0.8916403,-0.6,-0.44,0.03,0.017,,
2007/9/18,0.817618233,1.0309336,1.0233439,2.4887468,2.901455,0.036484,0.470425,2.2491187,2.7698752,6.314724,2.9677587,3.9760377,4.3147879,2.88,0.59,0.37,0.017,,
2007/9/19,-0.092903647,1.0929102,-0.3772757,0.2594479,0.5885788,0.0638129,0.719423,-0.3713559,-0.0348134,0.5559718,0.6214855,1.2951838,0.6412917,0.59,0.59,0.24,0.017,,
2007/9/20,0.825923797,-0.3629771,1.7898514,-0.2794391,-0.7067175,0,2.5479135,1.3336777,-0.576074,-0.7065312,-0.7997696,-0.253876,0.4578953,-0.65,-0.14,-0.32,0.017,,
2007/9/21,0.141711725,0.2179422,-0.5239292,0.7094237,0.2694981,0.0273347,0.5227397,-0.8173825,0.4192962,1.2506796,1.0207984,0.728184,0.5914124,0.43,-0.22,-0.24,0.017,,
2007/9/24,-0.056663121,0.3621883,-0.0829719,0.455672,-0.1844166,9.11E-03,0.2083317,-0.5162951,0.5909955,1.39072,0.0441441,1.3286865,-0.6373073,-0.56,-0.37,-0.63,0.017,,
